idx	wavile	kind	segment	sentenceidx	wordidx	phonemeidx	timemeg	timeds	timechapter	timesentence	duration
6370	segments/	phoneme	eh_I	76.0	0.0	1.0	561.418	561.416	530.4500000000002	0.19	0.07
6371	segments/	phoneme	r_I	76.0	0.0	2.0	561.4879999999999	561.488	530.5200000000001	0.26	0.11
6372	segments/	phoneme	iy_E	76.0	0.0	3.0	561.598	561.596	530.6300000000001	0.37	0.08
6373	segments/	word	right	76.0	1.0		561.678	561.676	530.7100000000002	0.45	0.34
6374	segments/	phoneme	r_B	76.0	1.0	0.0	561.678	561.676	530.7100000000002	0.45	0.13
6375	segments/	phoneme	ay_I	76.0	1.0	1.0	561.808	561.808	530.8400000000001	0.5800000000000001	0.12
6376	segments/	phoneme	t_E	76.0	1.0	2.0	561.928	561.928	530.9600000000002	0.7000000000000001	0.09
6377	segments/	word	too	76.0	2.0		562.0279999999999	562.028	531.0600000000001	0.8	0.36
6378	segments/	phoneme	t_B	76.0	2.0	0.0	562.0279999999999	562.028	531.0600000000001	0.8	0.17
6379	segments/	phoneme	uw_E	76.0	2.0	1.0	562.198	562.196	531.2300000000001	0.9700000000000001	0.19
6380	segments/	silence					562.436	562.436	531.4600000000002		1.064
6381	segments/	word	Yes	77.0	0.0		563.6519999999999	563.652	532.6640000000001	0.14	0.43
6382	segments/	phoneme	y_B	77.0	0.0	0.0	563.6519999999999	563.652	532.6640000000001	0.14	0.08
6383	segments/	phoneme	eh_I	77.0	0.0	1.0	563.732	563.732	532.7440000000001	0.22000000000000003	0.23
6384	segments/	phoneme	s_E	77.0	0.0	2.0	563.962	563.96	532.9740000000002	0.45000000000000007	0.12
6385	segments/	word	but	77.0	1.0		564.082	564.08	533.0940000000002	0.57	0.17
6386	segments/	phoneme	b_B	77.0	1.0	0.0	564.082	564.08	533.0940000000002	0.57	0.06
6387	segments/	phoneme	ah_I	77.0	1.0	1.0	564.1419999999999	564.14	533.1540000000001	0.6299999999999999	0.06
6388	segments/	phoneme	t_E	77.0	1.0	2.0	564.202	564.2	533.2140000000002	0.69	0.05
6389	segments/	word	it	77.0	2.0		564.252	564.252	533.2640000000001	0.74	0.14
6390	segments/	phoneme	ih_B	77.0	2.0	0.0	564.252	564.252	533.2640000000001	0.74	0.05
6391	segments/	phoneme	t_E	77.0	2.0	1.0	564.3019999999999	564.3	533.3140000000001	0.79	0.09
6392	segments/	word	may	77.0	3.0		564.452	564.452	533.4640000000002	0.94	0.27
6393	segments/	phoneme	m_B	77.0	3.0	0.0	564.452	564.452	533.4640000000002	0.94	0.14
6394	segments/	phoneme	ey_E	77.0	3.0	1.0	564.592	564.592	533.6040000000002	1.08	0.13
6395	segments/	word	be	77.0	4.0		564.722	564.72	533.7340000000002	1.21	0.18
6396	segments/	phoneme	b_B	77.0	4.0	0.0	564.722	564.72	533.7340000000002	1.21	0.08
6397	segments/	phoneme	iy_E	77.0	4.0	1.0	564.8019999999999	564.8	533.8140000000001	1.29	0.1
6398	segments/	word	pushed	77.0	5.0		564.9019999999999	564.9	533.9140000000001	1.39	0.3
6399	segments/	phoneme	p_B	77.0	5.0	0.0	564.9019999999999	564.9	533.9140000000001	1.39	0.12
6400	segments/	phoneme	uh_I	77.0	5.0	1.0	565.0219999999999	565.02	534.0340000000001	1.5099999999999998	0.09
6401	segments/	phoneme	sh_I	77.0	5.0	2.0	565.112	565.112	534.1240000000001	1.5999999999999999	0.08
6402	segments/	phoneme	t_E	77.0	5.0	3.0	565.1919999999999	565.192	534.2040000000001	1.68	0.01
6403	segments/	word	to	77.0	6.0		565.222	565.22	534.2340000000002	1.71	0.13
6404	segments/	phoneme	t_B	77.0	6.0	0.0	565.222	565.22	534.2340000000002	1.71	0.06
6405	segments/	phoneme	uw_E	77.0	6.0	1.0	565.2819999999999	565.28	534.2940000000001	1.77	0.07
6406	segments/	word	excess	77.0	7.0		565.352	565.352	534.3640000000001	1.84	0.5
6407	segments/	phoneme	eh_B	77.0	7.0	0.0	565.352	565.352	534.3640000000001	1.84	0.08
6408	segments/	phoneme	k_I	77.0	7.0	1.0	565.4319999999999	565.432	534.4440000000001	1.9200000000000002	0.09
6409	segments/	phoneme	s_I	77.0	7.0	2.0	565.5219999999999	565.52	534.5340000000001	2.0100000000000002	0.14
6410	segments/	phoneme	eh_I	77.0	7.0	3.0	565.6619999999999	565.66	534.6740000000001	2.1500000000000004	0.18
6411	segments/	phoneme	s_E	77.0	7.0	4.0	565.842	565.84	534.8540000000002	2.3300000000000005	0.01
6412	segments/	silence					566.108	566.108	535.1040000000002		0.732
6413	segments/	word	When	78.0	0.0		566.922	566.924	535.9060000000002	0.07	0.18
6414	segments/	phoneme	w_B	78.0	0.0	0.0	566.922	566.924	535.9060000000002	0.07	0.07
6415	segments/	phoneme	eh_I	78.0	0.0	1.0	566.992	566.992	535.9760000000001	0.14	0.04
6416	segments/	phoneme	n_E	78.0	0.0	2.0	567.0319999999999	567.032	536.0160000000001	0.18000000000000002	0.07
6417	segments/	word	it	78.0	1.0		567.102	567.1	536.0860000000001	0.25	0.07
6418	segments/	phoneme	ih_B	78.0	1.0	0.0	567.102	567.1	536.0860000000001	0.25	0.01
6419	segments/	phoneme	t_E	78.0	1.0	1.0	567.112	567.112	536.0960000000001	0.26	0.06
6420	segments/	word	comes	78.0	2.0		567.172	567.172	536.1560000000002	0.32	0.23
6421	segments/	phoneme	k_B	78.0	2.0	0.0	567.172	567.172	536.1560000000002	0.32	0.05
6422	segments/	phoneme	ah_I	78.0	2.0	1.0	567.222	567.22	536.2060000000001	0.37	0.05
6423	segments/	phoneme	m_I	78.0	2.0	2.0	567.2719999999999	567.272	536.2560000000001	0.42	0.06
6424	segments/	phoneme	z_E	78.0	2.0	3.0	567.332	567.332	536.3160000000001	0.48	0.07
6425	segments/	word	to	78.0	3.0		567.4019999999999	567.4	536.3860000000001	0.55	0.11
6426	segments/	phoneme	t_B	78.0	3.0	0.0	567.4019999999999	567.4	536.3860000000001	0.55	0.06
6427	segments/	phoneme	ah_E	78.0	3.0	1.0	567.462	567.46	536.4460000000001	0.6100000000000001	0.05
6428	segments/	word	beating	78.0	4.0		567.512	567.512	536.4960000000001	0.66	0.45
6429	segments/	phoneme	b_B	78.0	4.0	0.0	567.512	567.512	536.4960000000001	0.66	0.13
6430	segments/	phoneme	iy_I	78.0	4.0	1.0	567.6419999999999	567.64	536.6260000000001	0.79	0.1
6431	segments/	phoneme	t_I	78.0	4.0	2.0	567.742	567.74	536.7260000000001	0.89	0.07
6432	segments/	phoneme	ih_I	78.0	4.0	3.0	567.812	567.812	536.7960000000002	0.96	0.07
6433	segments/	phoneme	ng_E	78.0	4.0	4.0	567.882	567.88	536.8660000000001	1.03	0.08
6434	segments/	word	the	78.0	5.0		567.962	567.96	536.9460000000001	1.11	0.12
6435	segments/	phoneme	dh_B	78.0	5.0	0.0	567.962	567.96	536.9460000000001	1.11	0.04
6436	segments/	phoneme	ah_E	78.0	5.0	1.0	568.002	568.0	536.9860000000001	1.1500000000000001	0.08
6437	segments/	word	subjects	78.0	6.0		568.082	568.08	537.0660000000001	1.23	0.6
6438	segments/	phoneme	s_B	78.0	6.0	0.0	568.082	568.08	537.0660000000001	1.23	0.08
6439	segments/	phoneme	ah_I	78.0	6.0	1.0	568.1619999999999	568.16	537.1460000000001	1.31	0.07
6440	segments/	phoneme	b_I	78.0	6.0	2.0	568.232	568.232	537.2160000000001	1.3800000000000001	0.08
6441	segments/	phoneme	jh_I	78.0	6.0	3.0	568.312	568.312	537.2960000000002	1.4600000000000002	0.09
6442	segments/	phoneme	eh_I	78.0	6.0	4.0	568.4019999999999	568.4	537.3860000000001	1.5500000000000003	0.07
6443	segments/	phoneme	k_I	78.0	6.0	5.0	568.472	568.472	537.4560000000001	1.6200000000000003	0.08
6444	segments/	phoneme	t_I	78.0	6.0	6.0	568.552	568.552	537.5360000000002	1.7000000000000004	0.03
6445	segments/	phoneme	s_E	78.0	6.0	7.0	568.582	568.58	537.5660000000001	1.7300000000000004	0.1
6446	segments/	word	in	78.0	7.0		568.682	568.684	537.6660000000002	1.83	0.13
6447	segments/	phoneme	ih_B	78.0	7.0	0.0	568.682	568.684	537.6660000000002	1.83	0.07
6448	segments/	phoneme	n_E	78.0	7.0	1.0	568.752	568.752	537.7360000000001	1.9000000000000001	0.06
6449	segments/	word	the	78.0	8.0		568.812	568.812	537.7960000000002	1.96	0.11
6450	segments/	phoneme	dh_B	78.0	8.0	0.0	568.812	568.812	537.7960000000002	1.96	0.05
6451	segments/	phoneme	ah_E	78.0	8.0	1.0	568.862	568.86	537.8460000000001	2.01	0.06
6452	segments/	word	dissecting	78.0	9.0		568.922	568.924	537.9060000000002	2.07	0.76
6453	segments/	phoneme	d_B	78.0	9.0	0.0	568.922	568.924	537.9060000000002	2.07	0.09
6454	segments/	phoneme	ay_I	78.0	9.0	1.0	569.012	569.012	537.9960000000001	2.1599999999999997	0.12
6455	segments/	phoneme	s_I	78.0	9.0	2.0	569.132	569.132	538.1160000000001	2.28	0.14
6456	segments/	phoneme	eh_I	78.0	9.0	3.0	569.2719999999999	569.272	538.2560000000001	2.42	0.07
6457	segments/	phoneme	k_I	78.0	9.0	4.0	569.342	569.34	538.3260000000001	2.4899999999999998	0.08
6458	segments/	phoneme	t_I	78.0	9.0	5.0	569.422	569.424	538.4060000000002	2.57	0.08
6459	segments/	phoneme	ih_I	78.0	9.0	6.0	569.502	569.5	538.4860000000001	2.65	0.07
6460	segments/	phoneme	ng_E	78.0	9.0	7.0	569.572	569.572	538.5560000000002	2.7199999999999998	0.11
6461	segments/	word	rooms	78.0	10.0		569.682	569.684	538.6660000000002	2.83	0.34
6462	segments/	phoneme	r_B	78.0	10.0	0.0	569.682	569.684	538.6660000000002	2.83	0.08
6463	segments/	phoneme	uw_I	78.0	10.0	1.0	569.762	569.76	538.7460000000001	2.91	0.1
6464	segments/	phoneme	m_I	78.0	10.0	2.0	569.862	569.86	538.8460000000001	3.0100000000000002	0.09
6465	segments/	phoneme	z_E	78.0	10.0	3.0	569.952	569.952	538.9360000000001	3.1	0.07
6466	segments/	word	with	78.0	11.0		570.0219999999999	570.02	539.0060000000001	3.17	0.16
6467	segments/	phoneme	w_B	78.0	11.0	0.0	570.0219999999999	570.02	539.0060000000001	3.17	0.04
6468	segments/	phoneme	ih_I	78.0	11.0	1.0	570.062	570.064	539.0460000000002	3.21	0.04
6469	segments/	phoneme	th_E	78.0	11.0	2.0	570.102	570.1	539.0860000000001	3.25	0.08
6470	segments/	word	a	78.0	12.0		570.182	570.184	539.1660000000002	3.33	0.07
6471	segments/	phoneme	ah_S	78.0	12.0	0.0	570.182	570.184	539.1660000000002	3.33	0.07
6472	segments/	word	stick	78.0	13.0		570.262	570.26	539.2460000000001	3.41	0.61
6473	segments/	phoneme	s_B	78.0	13.0	0.0	570.262	570.26	539.2460000000001	3.41	0.23
6474	segments/	phoneme	t_I	78.0	13.0	1.0	570.492	570.492	539.4760000000001	3.64	0.07
6475	segments/	phoneme	ih_I	78.0	13.0	2.0	570.562	570.564	539.5460000000002	3.71	0.09
6476	segments/	phoneme	k_E	78.0	13.0	3.0	570.6519999999999	570.652	539.6360000000001	3.8	0.22
6477	segments/	silence					570.872	570.872	539.8560000000001	4.02	0.68
6478	segments/	word	it	78.0	14.0		571.552	571.552	540.5360000000002	4.7	0.16
6479	segments/	phoneme	ih_B	78.0	14.0	0.0	571.552	571.552	540.5360000000002	4.7	0.11
6480	segments/	phoneme	t_E	78.0	14.0	1.0	571.6619999999999	571.66	540.6460000000001	4.8100000000000005	0.05
6481	segments/	word	is	78.0	15.0		571.712	571.712	540.6960000000001	4.86	0.13
6482	segments/	phoneme	ih_B	78.0	15.0	0.0	571.712	571.712	540.6960000000001	4.86	0.06
6483	segments/	phoneme	z_E	78.0	15.0	1.0	571.7719999999999	571.772	540.7560000000001	4.92	0.07
6484	segments/	word	certainly	78.0	16.0		571.842	571.84	540.8260000000001	4.99	0.41
6485	segments/	phoneme	s_B	78.0	16.0	0.0	571.842	571.84	540.8260000000001	4.99	0.12
6486	segments/	phoneme	er_I	78.0	16.0	1.0	571.962	571.96	540.9460000000001	5.11	0.1
6487	segments/	phoneme	t_I	78.0	16.0	2.0	572.062	572.064	541.0460000000002	5.21	0.01
6488	segments/	phoneme	ah_I	78.0	16.0	3.0	572.072	572.072	541.0560000000002	5.22	0.01
6489	segments/	phoneme	n_I	78.0	16.0	4.0	572.082	572.08	541.0660000000001	5.2299999999999995	0.03
6490	segments/	phoneme	l_I	78.0	16.0	5.0	572.112	572.112	541.0960000000001	5.26	0.06
6491	segments/	phoneme	iy_E	78.0	16.0	6.0	572.172	572.172	541.1560000000002	5.319999999999999	0.08
6492	segments/	word	taking	78.0	17.0		572.252	572.252	541.2360000000001	5.4	0.44
6493	segments/	phoneme	t_B	78.0	17.0	0.0	572.252	572.252	541.2360000000001	5.4	0.09
6494	segments/	phoneme	ey_I	78.0	17.0	1.0	572.342	572.34	541.3260000000001	5.49	0.12
6495	segments/	phoneme	k_I	78.0	17.0	2.0	572.462	572.46	541.4460000000001	5.61	0.05
6496	segments/	phoneme	ih_I	78.0	17.0	3.0	572.512	572.512	541.4960000000001	5.66	0.07
6497	segments/	phoneme	ng_E	78.0	17.0	4.0	572.582	572.58	541.5660000000001	5.73	0.11
6498	segments/	word	rather	78.0	18.0		572.692	572.692	541.6760000000002	5.84	0.31
6499	segments/	phoneme	r_B	78.0	18.0	0.0	572.692	572.692	541.6760000000002	5.84	0.09
6500	segments/	phoneme	ah_I	78.0	18.0	1.0	572.7819999999999	572.78	541.7660000000001	5.93	0.09
6501	segments/	phoneme	dh_I	78.0	18.0	2.0	572.872	572.872	541.8560000000001	6.02	0.08
6502	segments/	phoneme	er_E	78.0	18.0	3.0	572.952	572.952	541.9360000000001	6.1	0.05
6503	segments/	word	a	78.0	19.0		573.002	573.0	541.9860000000001	6.15	0.06
6504	segments/	phoneme	ah_S	78.0	19.0	0.0	573.002	573.0	541.9860000000001	6.15	0.06
6505	segments/	word	bizarre	78.0	20.0		573.062	573.064	542.0460000000002	6.21	0.6
6506	segments/	phoneme	b_B	78.0	20.0	0.0	573.062	573.064	542.0460000000002	6.21	0.04
6507	segments/	phoneme	ih_I	78.0	20.0	1.0	573.102	573.1	542.0860000000001	6.25	0.1
6508	segments/	phoneme	z_I	78.0	20.0	2.0	573.202	573.2	542.1860000000001	6.35	0.16
6509	segments/	phoneme	aa_I	78.0	20.0	3.0	573.362	573.36	542.3460000000001	6.51	0.21
6510	segments/	phoneme	r_E	78.0	20.0	4.0	573.572	573.572	542.5560000000002	6.72	0.09
6511	segments/	word	shape	78.0	21.0		573.6619999999999	573.66	542.6460000000001	6.81	0.57
6512	segments/	phoneme	sh_B	78.0	21.0	0.0	573.6619999999999	573.66	542.6460000000001	6.81	0.21
6513	segments/	phoneme	ey_I	78.0	21.0	1.0	573.872	573.872	542.8560000000001	7.02	0.17
6514	segments/	phoneme	p_E	78.0	21.0	2.0	574.042	574.044	543.0260000000002	7.1899999999999995	0.19
6515	segments/	silence					574.356	574.356	543.3230000000001		0.897
6516	segments/	word	Beating	79.0	0.0		575.264	575.264	544.2200000000001	0.0	0.46
6517	segments/	phoneme	b_B	79.0	0.0	0.0	575.264	575.264	544.2200000000001	0.0	0.15
6518	segments/	phoneme	iy_I	79.0	0.0	1.0	575.414	575.412	544.3700000000001	0.15	0.09
6519	segments/	phoneme	t_I	79.0	0.0	2.0	575.504	575.504	544.4600000000002	0.24	0.08
6520	segments/	phoneme	ih_I	79.0	0.0	3.0	575.5840000000001	575.584	544.5400000000002	0.32	0.08
6521	segments/	phoneme	ng_E	79.0	0.0	4.0	575.664	575.664	544.6200000000001	0.4	0.06
6522	segments/	word	the	79.0	1.0		575.724	575.724	544.6800000000002	0.46	0.12
6523	segments/	phoneme	dh_B	79.0	1.0	0.0	575.724	575.724	544.6800000000002	0.46	0.04
6524	segments/	phoneme	ah_E	79.0	1.0	1.0	575.764	575.764	544.7200000000001	0.5	0.08
6525	segments/	word	subjects	79.0	2.0		575.844	575.844	544.8000000000002	0.58	0.92
6526	segments/	phoneme	s_B	79.0	2.0	0.0	575.844	575.844	544.8000000000002	0.58	0.14
6527	segments/	phoneme	ah_I	79.0	2.0	1.0	575.984	575.984	544.9400000000002	0.72	0.09
6528	segments/	phoneme	b_I	79.0	2.0	2.0	576.074	576.072	545.0300000000001	0.8099999999999999	0.08
6529	segments/	phoneme	jh_I	79.0	2.0	3.0	576.154	576.152	545.1100000000001	0.8899999999999999	0.11
6530	segments/	phoneme	eh_I	79.0	2.0	4.0	576.264	576.264	545.2200000000001	0.9999999999999999	0.08
6531	segments/	phoneme	k_I	79.0	2.0	5.0	576.344	576.344	545.3000000000002	1.0799999999999998	0.11
6532	segments/	phoneme	s_E	79.0	2.0	6.0	576.4540000000001	576.456	545.4100000000002	1.19	0.31
6533	segments/	silence					576.784	576.784	545.7230000000002		0.697
6534	segments/	word	Yes	80.0	0.0		577.632	577.632	546.5600000000002	0.14	0.55
6535	segments/	phoneme	y_B	80.0	0.0	0.0	577.632	577.632	546.5600000000002	0.14	0.11
6536	segments/	phoneme	eh_I	80.0	0.0	1.0	577.742	577.74	546.6700000000002	0.25	0.22
6537	segments/	phoneme	s_E	80.0	0.0	2.0	577.962	577.96	546.8900000000002	0.47	0.22
6538	segments/	silence					578.182	578.184	547.1100000000002	0.69	0.55
6539	segments/	word	to	80.0	1.0		578.732	578.732	547.6600000000002	1.24	0.13
6540	segments/	phoneme	t_B	80.0	1.0	0.0	578.732	578.732	547.6600000000002	1.24	0.08
6541	segments/	phoneme	ih_E	80.0	1.0	1.0	578.812	578.812	547.7400000000002	1.32	0.05
6542	segments/	word	verify	80.0	2.0		578.862	578.86	547.7900000000002	1.37	0.76
6543	segments/	phoneme	v_B	80.0	2.0	0.0	578.862	578.86	547.7900000000002	1.37	0.14
6544	segments/	phoneme	eh_I	80.0	2.0	1.0	579.002	579.0	547.9300000000002	1.5100000000000002	0.09
6545	segments/	phoneme	r_I	80.0	2.0	2.0	579.092	579.092	548.0200000000002	1.6000000000000003	0.09
6546	segments/	phoneme	ah_I	80.0	2.0	3.0	579.182	579.184	548.1100000000002	1.6900000000000004	0.09
6547	segments/	phoneme	f_I	80.0	2.0	4.0	579.2719999999999	579.272	548.2000000000002	1.7800000000000005	0.12
6548	segments/	phoneme	ay_E	80.0	2.0	5.0	579.3919999999999	579.392	548.3200000000002	1.9000000000000004	0.23
6549	segments/	word	how	80.0	3.0		579.632	579.632	548.5600000000002	2.14	0.19
6550	segments/	phoneme	hh_B	80.0	3.0	0.0	579.632	579.632	548.5600000000002	2.14	0.06
6551	segments/	phoneme	aw_E	80.0	3.0	1.0	579.692	579.692	548.6200000000002	2.2	0.13
6552	segments/	word	far	80.0	4.0		579.822	579.82	548.7500000000002	2.33	0.3
6553	segments/	phoneme	f_B	80.0	4.0	0.0	579.822	579.82	548.7500000000002	2.33	0.13
6554	segments/	phoneme	aa_I	80.0	4.0	1.0	579.952	579.952	548.8800000000002	2.46	0.09
6555	segments/	phoneme	r_E	80.0	4.0	2.0	580.0419999999999	580.04	548.9700000000001	2.55	0.08
6556	segments/	word	bruises	80.0	5.0		580.122	580.12	549.0500000000002	2.63	0.69
6557	segments/	phoneme	b_B	80.0	5.0	0.0	580.122	580.12	549.0500000000002	2.63	0.13
6558	segments/	phoneme	r_I	80.0	5.0	1.0	580.252	580.252	549.1800000000002	2.76	0.09
6559	segments/	phoneme	uw_I	80.0	5.0	2.0	580.342	580.34	549.2700000000002	2.8499999999999996	0.14
6560	segments/	phoneme	z_I	80.0	5.0	3.0	580.482	580.48	549.4100000000002	2.9899999999999998	0.09
6561	segments/	phoneme	ih_I	80.0	5.0	4.0	580.572	580.572	549.5000000000002	3.0799999999999996	0.13
6562	segments/	phoneme	z_E	80.0	5.0	5.0	580.702	580.7	549.6300000000002	3.2099999999999995	0.11
6563	segments/	word	may	80.0	6.0		580.812	580.812	549.7400000000002	3.32	0.18
6564	segments/	phoneme	m_B	80.0	6.0	0.0	580.812	580.812	549.7400000000002	3.32	0.07
6565	segments/	phoneme	ey_E	80.0	6.0	1.0	580.882	580.88	549.8100000000002	3.3899999999999997	0.11
6566	segments/	word	be	80.0	7.0		580.992	580.992	549.9200000000002	3.5	0.15
6567	segments/	phoneme	b_B	80.0	7.0	0.0	580.992	580.992	549.9200000000002	3.5	0.07
6568	segments/	phoneme	iy_E	80.0	7.0	1.0	581.062	581.064	549.9900000000002	3.57	0.08
6569	segments/	word	produced	80.0	8.0		581.1419999999999	581.14	550.0700000000002	3.65	0.55
6570	segments/	phoneme	p_B	80.0	8.0	0.0	581.1419999999999	581.14	550.0700000000002	3.65	0.05
6571	segments/	phoneme	r_I	80.0	8.0	1.0	581.192	581.192	550.1200000000002	3.6999999999999997	0.04
6572	segments/	phoneme	ah_I	80.0	8.0	2.0	581.232	581.232	550.1600000000002	3.7399999999999998	0.04
6573	segments/	phoneme	d_I	80.0	8.0	3.0	581.2719999999999	581.272	550.2000000000002	3.78	0.1
6574	segments/	phoneme	uw_I	80.0	8.0	4.0	581.372	581.372	550.3000000000002	3.88	0.2
6575	segments/	phoneme	s_I	80.0	8.0	5.0	581.572	581.572	550.5000000000002	4.08	0.07
6576	segments/	phoneme	t_E	80.0	8.0	6.0	581.6419999999999	581.64	550.5700000000002	4.15	0.05
6577	segments/	word	after	80.0	9.0		581.732	581.732	550.6600000000002	4.24	0.39
6578	segments/	phoneme	ae_B	80.0	9.0	0.0	581.732	581.732	550.6600000000002	4.24	0.15
6579	segments/	phoneme	f_I	80.0	9.0	1.0	581.882	581.88	550.8100000000002	4.390000000000001	0.11
6580	segments/	phoneme	t_I	80.0	9.0	2.0	581.992	581.992	550.9200000000002	4.500000000000001	0.06
6581	segments/	phoneme	er_E	80.0	9.0	3.0	582.0519999999999	582.052	550.9800000000001	4.5600000000000005	0.07
6582	segments/	word	death	80.0	10.0		582.122	582.12	551.0500000000002	4.63	0.35
6583	segments/	phoneme	d_B	80.0	10.0	0.0	582.122	582.12	551.0500000000002	4.63	0.17
6584	segments/	phoneme	eh_I	80.0	10.0	1.0	582.2919999999999	582.292	551.2200000000001	4.8	0.17
6585	segments/	phoneme	th_E	80.0	10.0	2.0	582.462	582.46	551.3900000000002	4.97	0.01
6586	segments/	silence					582.604	582.604	551.5160000000002		0.64
6587	segments/	word	I	81.0	0.0		583.446	583.448	552.3460000000002	0.19	0.07
6588	segments/	phoneme	ay_S	81.0	0.0	0.0	583.446	583.448	552.3460000000002	0.19	0.07
6589	segments/	word	saw	81.0	1.0		583.516	583.516	552.4160000000002	0.26	0.26
6590	segments/	phoneme	s_B	81.0	1.0	0.0	583.516	583.516	552.4160000000002	0.26	0.13
6591	segments/	phoneme	ao_E	81.0	1.0	1.0	583.646	583.644	552.5460000000002	0.39	0.13
6592	segments/	word	him	81.0	2.0		583.776	583.776	552.6760000000002	0.52	0.13
6593	segments/	phoneme	hh_B	81.0	2.0	0.0	583.776	583.776	552.6760000000002	0.52	0.01
6594	segments/	phoneme	ih_I	81.0	2.0	1.0	583.786	583.784	552.6860000000001	0.53	0.05
6595	segments/	phoneme	m_E	81.0	2.0	2.0	583.836	583.836	552.7360000000002	0.5800000000000001	0.07
6596	segments/	word	at	81.0	3.0		583.906	583.904	552.8060000000002	0.65	0.09
6597	segments/	phoneme	ae_B	81.0	3.0	0.0	583.906	583.904	552.8060000000002	0.65	0.08
6598	segments/	phoneme	t_E	81.0	3.0	1.0	583.986	583.984	552.8860000000002	0.73	0.01
6599	segments/	word	it	81.0	4.0		584.0659999999999	584.064	552.9660000000001	0.81	0.1
6600	segments/	phoneme	ih_B	81.0	4.0	0.0	584.0659999999999	584.064	552.9660000000001	0.81	0.06
6601	segments/	phoneme	t_E	81.0	4.0	1.0	584.126	584.124	553.0260000000002	0.8700000000000001	0.04
6602	segments/	word	with	81.0	5.0		584.1759999999999	584.176	553.0760000000001	0.92	0.18
6603	segments/	phoneme	w_B	81.0	5.0	0.0	584.1759999999999	584.176	553.0760000000001	0.92	0.07
6604	segments/	phoneme	ih_I	81.0	5.0	1.0	584.246	584.244	553.1460000000002	0.99	0.04
6605	segments/	phoneme	th_E	81.0	5.0	2.0	584.286	584.284	553.1860000000001	1.03	0.07
6606	segments/	word	my	81.0	6.0		584.356	584.356	553.2560000000002	1.1	0.16
6607	segments/	phoneme	m_B	81.0	6.0	0.0	584.356	584.356	553.2560000000002	1.1	0.06
6608	segments/	phoneme	ay_E	81.0	6.0	1.0	584.4159999999999	584.416	553.3160000000001	1.1600000000000001	0.1
6609	segments/	word	own	81.0	7.0		584.516	584.516	553.4160000000002	1.26	0.2
6610	segments/	phoneme	ow_B	81.0	7.0	0.0	584.516	584.516	553.4160000000002	1.26	0.11
6611	segments/	phoneme	n_E	81.0	7.0	1.0	584.626	584.624	553.5260000000002	1.37	0.09
6612	segments/	word	eyes	81.0	8.0		584.716	584.716	553.6160000000002	1.46	0.36
6613	segments/	phoneme	ay_B	81.0	8.0	0.0	584.716	584.716	553.6160000000002	1.46	0.25
6614	segments/	phoneme	z_E	81.0	8.0	1.0	584.966	584.964	553.8660000000002	1.71	0.11
6615	segments/	silence					585.264	585.264	554.1510000000002		0.997
6616	segments/	word	And	82.0	0.0		586.366	586.364	555.2380000000002	0.09	0.2
6617	segments/	phoneme	ae_B	82.0	0.0	0.0	586.366	586.364	555.2380000000002	0.09	0.08
6618	segments/	phoneme	n_I	82.0	0.0	1.0	586.4459999999999	586.444	555.3180000000001	0.16999999999999998	0.05
6619	segments/	phoneme	d_E	82.0	0.0	2.0	586.496	586.496	555.3680000000002	0.21999999999999997	0.07
6620	segments/	word	yet	82.0	1.0		586.5659999999999	586.564	555.4380000000001	0.29	0.23
6621	segments/	phoneme	y_B	82.0	1.0	0.0	586.5659999999999	586.564	555.4380000000001	0.29	0.07
6622	segments/	phoneme	eh_I	82.0	1.0	1.0	586.636	586.636	555.5080000000002	0.36	0.06
6623	segments/	phoneme	t_E	82.0	1.0	2.0	586.6959999999999	586.696	555.5680000000001	0.42	0.1
6624	segments/	word	you	82.0	2.0		586.7959999999999	586.796	555.6680000000001	0.52	0.17
6625	segments/	phoneme	y_B	82.0	2.0	0.0	586.7959999999999	586.796	555.6680000000001	0.52	0.06
6626	segments/	phoneme	uw_E	82.0	2.0	1.0	586.856	586.856	555.7280000000002	0.5800000000000001	0.11
6627	segments/	word	say	82.0	3.0		586.966	586.964	555.8380000000002	0.69	0.42
6628	segments/	phoneme	s_B	82.0	3.0	0.0	586.966	586.964	555.8380000000002	0.69	0.14
6629	segments/	phoneme	ey_E	82.0	3.0	1.0	587.106	587.104	555.9780000000002	0.83	0.28
6630	segments/	word	he	82.0	4.0		587.5659999999999	587.564	556.4380000000001	1.29	0.15
6631	segments/	phoneme	hh_B	82.0	4.0	0.0	587.5659999999999	587.564	556.4380000000001	1.29	0.11
6632	segments/	phoneme	iy_E	82.0	4.0	1.0	587.6759999999999	587.676	556.5480000000001	1.4000000000000001	0.04
6633	segments/	word	is	82.0	5.0		587.716	587.716	556.5880000000002	1.44	0.08
6634	segments/	phoneme	ih_B	82.0	5.0	0.0	587.716	587.716	556.5880000000002	1.44	0.01
6635	segments/	phoneme	z_E	82.0	5.0	1.0	587.726	587.724	556.5980000000002	1.45	0.07
6636	segments/	word	not	82.0	6.0		587.8059999999999	587.804	556.6780000000001	1.53	0.25
6637	segments/	phoneme	n_B	82.0	6.0	0.0	587.8059999999999	587.804	556.6780000000001	1.53	0.09
6638	segments/	phoneme	aa_I	82.0	6.0	1.0	587.896	587.896	556.7680000000001	1.62	0.08
